index:ID,name,code,status,:LABEL,业绩变动,预计净利润(元),业绩变动幅度,业绩变动原因,预告类型,上年同期净利润(元),公告日期
200061,鲁抗医药,600789,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:8,138.29万元至10,357.83万元,同比上年增长:10%至40%。	","8138万～1.04亿	","10%	～40%		","1、报告期内,公司沿着战略发展规划目标,进一步聚焦主业,致力于打造国内领先的通信设计及物联应用解决方案供应商,公司业绩实现稳步增长。2、报告期内,非经常性损益对净利润的影响金额预计约为450万元。","略增	","7398万	","2019-10-14	"
200062,兆新股份,2256,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利33,000万元,同比增加约82%	","3.30亿	","82%		","(一)主营业务影响公司本期业绩预增的主要原因系主营业务的稳步增长。首先,公司本期持续推进产品高端化战略,进一步优化了产品销售结构,使得销售利润得到提升。其次,公司通过生产网络优化项目,节约了成本费用,提升了盈利能力。最后,本期公司对子公司进行了处置,取得了良好的资产处置收益,改善了现金流,提升了资产运营效率,且该等资产的处置也带来了一定的税务抵减。(二)非经营性损益的影响主要来自于公司本期购买委托理财产品取得的收益约1,260万元。(三)会计处理的影响公司因处置子公司,本期合并报表范围发生变化,但对本期业绩预增没有重大影响。","预增	","1.81亿	","2018-01-31	"
200063,恒泰实达,300513,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润为16,000万元-20,600万元,同比增长71%-120%。	","1.60亿～2.06亿	","71%	～120%		","(一)公司重要联营企业2018年度预计业绩稳中有升,且本期公司对其持股比例有所增加,共同带动公司本期投资收益同比增加2,600万元至7,200万元,同比增长13%~36%。(二)得益于人民币贬值因素和公司降本增效措施,公司本期财务费用同比减少约4,000万元,同比下降50%左右。","预增	","9371万	","2019-01-31	"
200064,重庆啤酒,600132,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:14,700万元至15,500万元,同比上年增长:90.58%至100.95%。	","1.47亿～1.55亿	","90.58%	～100.95%		","1.报告期内,公司净利润大幅增长主要系营业收入增加所致。2.预计公司报告期内非经常性损益对净利润的影响金额约为195万元,公司上年同期非经常性损益对净利润的影响金额为64.11万元。","预增	","7713万	","2019-10-09	"
200065,华能国际,600011,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利138,241.37万元-228,241.37万元,同比减少78%到86%。	","13.82亿～22.82亿	","-86%	～-78%		","本公司本期业绩下降的主要原因:由于2017年煤炭价格同比大幅上涨,导致公司煤机盈利能力严重下降。","预减	","103.82亿	","2018-01-31	"
200066,南纺股份,600250,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年大幅下降。	","-	","-	","2018年“531”新政之后,中国光伏产业持续经历着剧烈调整和转型。报告期内公司光伏电站EPC业务受行业政策及资金影响,国内开工项目大幅锐减;海外EPC项目处于商务洽谈阶段,尚未形成营业收入,导致EPC营业收入和净利润同比大幅下降。此外,受中美贸易战影响,公司海外照明业务收入较上年同期也有所下降。","增亏	","-19.90亿	","2019-10-29	"
200067,东晶电子,2199,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,200万元-3,200万元。	","1200万～3200万	","115.26%	～140.7%		","1、受益于销售拓展,预计2019年度公司营业收入将同比增加,同时资产减值损失将同比减少;2、公司处置的南二环西路土地厂房于本年办理完毕过户手续,增加本年的资产处置收益。","扭亏	","-7863万	","2019-10-25	"
200068,珈伟股份,300317,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利555,986.27万元至599,764.27万元,同比上年增长154%至174%。	","55.60亿～59.98亿	","154%	～174%		","(一)主营业务影响,公司本期业绩预增主要原因:一是新增发电机组投产。2018年新增发电机组投产306.50万千瓦,同比增长16.89%,生产能力得到进一步扩大;二是电力需求增长。2018年西电东送电量同比大幅增加,云南省内用电需求企稳回升,全省全社会用电量同比增长;三是2018年澜沧江流域全年来水量较去年同比增加。受上述因素影响,2018年公司发电量同比增长11.62%,同时2018年公司平均结算电价同比增加,实现主营业务收入同比增长。(二)非经营性损益的影响,2018年公司完成转让华能果多水电有限公司51%股权、觉巴水电厂及整体权益、转让云南华电金沙江中游水电开发有限公司23%股权。受上述因素影响,2018年非经常性损益同比增长幅度较大。","预增	","21.89亿	","2019-01-26	"
200069,德赛电池,49,normal,企业,"预计2018年1-9月归属于上市公司股东的净利润盈利:25100万元–28900万元,比上年同期增长:35%-55%。	","2.51亿～2.89亿	","35%	～55%		","报告期内公司主营业务发展良好,需求增加导致销售增长。","预增	","1.86亿	","2018-10-13	"
200070,华能水电,600025,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:11,759万元-17,103万元,比上年同期增长:10.00%-60.00%	","1.18亿～1.71亿	","10%	～60%		","公司继续稳步推进大单品策略,落实产品战略转型,进一步优化营销渠道,营业收入和净利润有望保持高速增长。","预增	","1.07亿	","2018-10-25	"
200071,好想你,2582,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:19,500万元至23,000万元,同比上年增长:4.89%至23.72%。	","1.95亿～2.30亿	","4.89%	～23.72%		","报告期内公司业绩较上年同期有所增长的主要原因:1、公司持续加大对产品的销售力度,继续推行渠道精耕策略,公司产品市场覆盖率进一步提高,导致报告期经营业绩较上期有所增长;2、报告期内收到政府补助,导致归属于上市公司股东的净利润增加。","略增	","1.86亿	","2019-10-22	"
200072,克明面业,2661,normal,企业,"预计2019年1-3月归属于上市公司股东的净利润盈利15,500万元-18,000万元,同比上年增长58%-83%	","1.55亿～1.80亿	","58%	～83%		","公司报告期与去年同期相比实现业绩增长,主要因为投资收益和私募基金管理费收入增加,水泥业绩受益于供给侧改革的深化进行而持续向好。","预增	","9812万	","2019-04-13	"
200073,博世科,300422,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润可能为亏损。	","-	","-	","年初至下一报告期期末累计净利润可能为亏损的原因说明:1、受业主融资受阻等综合因素的影响,公司在建重点工程均未复工,对报告期收入贡献很少;2、公司提供的对外担保事项,因被担保方未能按期足额还款,基于谨慎性原则,计提预计负债;3、对应收账款、存货等资产计提减值准备。","续亏	","-14.94亿	","2019-10-29	"
200074,四川双马,935,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利36,500万元至39,500万元,同比上年增长46.59%至58.64%	","3.65亿～3.95亿	","46.59%	～58.64%		","(一)主营业务影响。报告期内,公司农药、化工产品销量价格均有所增长;公司准确研判市场形势,优化产品结构和市场布局,同时加强产销联动,增加产品溢价能力;同时公司强化降本增效措施,充分发挥产业链优势,提升运营效率,本期毛利较上年同期有较大幅度增加。(二)非经营性损益的影响。公司本年度发生非经营性损益3,830万元,其中本年更新报废部分机器设备,确认固定资产处置损益-1,315万元;本年确认政府补助收入1,370万元;报告期内减持江苏银行股票取得的投资收益约为5,685万元;预计所得税影响额为-1,277万元。","预增	","2.49亿	","2019-01-16	"
200075,神雾环保,300156,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:20,500万元至22,000万元,同比上年增长:7.43%至15.29%。	","2.05亿～2.20亿	","7.43%	～15.29%		","1、报告期内,公司生产经营持续稳定发展,业务规模不断扩大。公司在巩固显示测试领域业务优势同时,继续抓紧半导体、新能源行业测试技术及产品的进一步突破;受宏观经济环境严峻和行业竞争加剧、公司加大研发投入等因素的影响,预期业绩同比略有上升。2、预计报告期内非经常性损益对当期净利润的影响约为1,800.00万元。","略增	","1.91亿	","2019-10-14	"
200076,江山股份,600389,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:12,408万元至13,513万元,同比上年下降:23.68%至29.92%。	","1.24亿～1.35亿	","-29.92%	～-23.68%		","1、公司2019年前三季度订单和营业收入均实现增长,其中实现签单约17亿元,同比增长约10%。2、2019年前三季度,为了全面支撑公司战略目标的落地,应对国际宏观经济形势的变化,公司调整了部分区域的销售策略,主动将毛利率下降了四个百分点。3、2019年前三季度,为了实现公司的可持续发展,公司进行战略梳理和流程变革,坚持实施技术及人才领先战略,持续加大技术研发、IT建设投入,同时也加大产品管理、产品研发、市场策划、销售管理等重点领域的人才引进投入,对归属于上市公司股东的净利润产生了一定影响。4、2019年1-9月,公司预计非经常性损益金额对净利润影响金额约为1,452万元,主要为收到的政府补助收入。","略减	","1.77亿	","2019-10-11	"
200077,洽洽食品,2557,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:35,114.43万元-44,691.09万元,比上年同期增长:10%-40%。	","3.51亿～4.47亿	","10%	～40%		","公司管理模式变革效力显现,业绩PK机制调动了各经营层及广大员工的积极性,营业收入稳步上升。","略增	","3.19亿	","2018-10-30	"
200078,精测电子,300567,normal,企业,"预计2018年1-9月归属于上市公司股东的净利润不确定。	","-	","-	","本公司预计年初至下一报告期末,本公司的累计净利润与上年同期相比将发生较大幅度变动,主要原因是本公司发电机组利用小时数增加以及上网电价上涨的影响。","不确定	","-2.37亿	","2018-08-29	"
200079,泰晶科技,603738,normal,企业,"预计2017年1-6月归属于上市公司股东的净利润与上年同期相比有较大的增长	","-	","-	","随着公司产能逐步增加,产销规模扩大,预计2017上半年较上年同期有较大幅度增长。","预增	","2476万	","2017-04-28	"
200080,艾比森,300389,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:59,148万元至60,748万元。	","5.91亿～6.07亿	","693.75%	～709.81%		","2019年前三季度归属于上市公司股东的净利润较上年同期相比预计扭亏为盈,主要原因是:1.公司上半年实施了锂电业务重大资产重组,中航锂电(洛阳)有限公司和中航锂电科技有限公司不再纳入公司合并报表范围,公司因本次重组获得的重组收益在2019年6月实现,上半年归属于上市公司股东的净利润为55,748.31万元。2.第三季度,中航锂电科技有限公司订单增加,毛利率有所提升,盈利情况好于去年同期,因此,第三季度归属于上市公司股东的净利润同比扭亏为盈。","扭亏	","-9962万	","2019-10-12	"
